REF_ID,PRED_ID,DATA_AGGR_CODE,PRED_SCI_NAME,TOT_PRED_STOM_EXAM,TOT_W_FD,PCT_W_FD,TOT_WO_FD,PCT_WO_FD,PRED_DEN,SEX,SEX_RATIO,LIFE_HIST_STAGE,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,MIN_AGE,MAX_AGE,MN_AGE,MIN_WT,MAX_WT,MN_WT,TOT_WT,BIOMASS_DEN,STOM_PCT_FULL,STOM_COND_INDEX,TOT_FD_BIOMASS,TOT_FD_VOL,TOT_FD_CAT,TOT_FD_CAT_W_CNT_DATA,TOT_FD_ITEMS_IN_CAT_W_CNT_DATA,PREDATOR_NOTES,POP _TOT_PRED,POP_PRED_DEN,POP_SEX_RATIO,POP_LIFE_HIST_STAGE,POP_LEN_TYPE,POP_MIN_LEN,POP_MAX_LEN,POP_MN_LEN,POP_MIN_AGE,POP_MAX_AGE,POP_MN_AGE,POP_MIN_WT,POP_MAX_WT,POP_MN_WT,POP_TOT_WT,POP_BIOMASS_DEN
23d,Bpat.1,none,Brevoortia patronis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,NA,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Dcep.1,none,Dorosoma cepedianum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Dpet.1,none,Dorosoma petenense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Amit.1,none,Anchoa mitchilli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Bchr.1,none,Bairdiella chrysura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Care.1,none,Cynoscion arenarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Lxan.1,none,Leiostomus xanthurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Mund.1,none,Micropogon undulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Afel.1,none,Arius felis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Bmar.1,none,Bagre marinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Poct.1,none,Polydactylus octonemus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Ppor.1,none,Porichthys porosissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23d,Ifur.1,none,Ictalurus furcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11f,Cneb.1,none,Cynoscion nebulosus,406,225,0.5542,181,0.4458,NA,NA,NA,NA,NA,279.4,406.4,342.9,NA,NA,NA,226.7962,2721.55,1474.18,NA,NA,NA,NA,NA,NA,16,0,NA,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11f,Mund.1,none,Micropogon undulatus,187,132,0.7059,55,0.2941,NA,NA,NA,NA,NA,190.5,266.7,228.6,NA,NA,NA,90.71847,226.8,158.76,NA,NA,NA,NA,NA,NA,12,0,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11f,Pchr.1,none,Pogonias cromis,109,81,0.7431,28,0.2569,NA,NA,NA,NA,NA,152.4,304.8,228.6,NA,NA,NA,226.7962,680.39,453.59,NA,NA,NA,NA,NA,NA,15,0,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11f,Soce.1,none,Sciaenops ocellatus,141,110,0.7801,31,0.2199,NA,NA,NA,NA,NA,355.6,508,431.8,NA,NA,NA,453.5924,1133.98,793.79,NA,NA,NA,NA,NA,NA,19,0,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11f,Apro.1,none,Archosargus probatocephalus,52,43,0.8269,9,0.1731,NA,NA,NA,NA,NA,127,558.8,342.9,NA,NA,NA,226.7962,2494.76,1360.78,NA,NA,NA,NA,NA,NA,8,0,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Datl.1,none,Dibranchus atlanticus,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,145,77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Naeq.1,none,Nezumia aequalis,13,13,1,0,0,NA,NA,NA,NA,Head length,14,45,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Bgob.1,none,Bembrops gobioides,30,17,0.5667,13,0.4333,NA,NA,NA,NA,NA,70,262,190.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Ccar.1,none,Coelorinchus caribbaeus,15,NA,NA,NA,NA,NA,NA,NA,NA,Head length,25,72,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Pbea.1,none,Poecilopsetta beani,21,9,0.4286,12,0.5714,NA,NA,NA,NA,TL,40,122,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Glon.1,none,Gadomus longifilis,23,NA,NA,NA,NA,NA,NA,NA,NA,Head length,16,46,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Caga.1,none,Chloropthalmus agassizi,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,161,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5g,Sore.1,none,Synaphrobranchus oregoni,24,NA,NA,NA,NA,NA,NA,NA,NA,TL,120,691,415.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28g,Gtig.1,raw,Galeocerdo tigrinus,1,1,1,0,0,NA,F,NA,NA,Tip to tip,3302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,Number of prey in stomach not recorded just listed; prey were collected from yellow liquid material and when the head was lifted clear of water a lot of food material poured out of mouth.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28g,Gtig.2,raw,Galeocerdo tigrinus,1,1,1,0,0,NA,F,NA,NA,Tip to tip,3505.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,Number of prey in stomach not recorded just listed; Possibly some food had been dosgorged in her struggle on the way to the dock.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28g,Gtig.3,raw,Galeocerdo tigrinus,1,1,1,0,0,NA,F,NA,NA,Tip to tip,3200.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,Number of prey in stomach not recorded just listed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28g,Gtig.4,raw,Galeocerdo tigrinus,1,1,1,0,0,NA,F,NA,NA,Tip to tip,3276.6,3454.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,"Measured over curves, length was estimated; Number of prey in stomach not recorded just listed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28g,Gtig.5,raw,Galeocerdo tigrinus,1,1,1,0,0,NA,F,NA,NA,Tip to tip,3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,19,Number of prey in stomach not recorded just listed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28g,Gtig.6,raw,Galeocerdo tigrinus,1,1,1,0,0,NA,M,NA,NA,Tip to tip,2794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,Mutilated tail present; Number of prey in stomach not recorded just listed,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Dsab.1,none,Dasyatis sabina,2,1,0.5,1,0.5,NA,NA,NA,NA,disk length,130,460,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Lpro.1,none,Lepisosteus productus,2,1,0.5,1,0.5,NA,M,NA,NA,NA,450,485,467.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Lspa.1,none,Lepisosteus spatula,24,12,0.5,12,0.5,NA,NA,NA,NA,NA,600,1590,1108.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Esau.1,none,Elops saurus,5,3,0.6,2,0.4,NA,NA,NA,NA,NA,145,510,327.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Tatl.1,raw,Tarpon atlanticus,1,1,1,0,0,NA,NA,NA,NA,NA,975,975,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Tatl.2,raw,Tarpon atlanticus,1,1,1,0,0,NA,NA,NA,NA,NA,1010,1010,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Bmar.1,none,Bagre marina,8,5,0.625,3,0.375,NA,NA,NA,NA,NA,78,475,276.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Gfel.1,none,Galeichthys felis,85,64,0.7529,21,0.2471,NA,NA,NA,NA,NA,240,360,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,3275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Ifur.1,none,Ictalurus furcatus,4,4,1,0,0,NA,NA,NA,NA,NA,280,305,292.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Lsur.1,raw,Lobotes surinamensis,1,1,1,0,0,NA,NA,NA,NA,NA,455,455,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Lrho.1,none,Lagodon rhomboides,8,8,1,0,0,NA,NA,NA,NA,NA,150,285,217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Apro.1,none,Archosargus probatocephalus,18,18,1,0,0,NA,NA,NA,NA,NA,190,365,277.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Soce.1,none,Sciaenops ocellatus,237,199,0.8397,38,0.1603,NA,NA,NA,NA,NA,245,745,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA,NA,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Lxan.1,none,Leiostomus xanthurus,6,3,0.5,3,0.5,NA,NA,NA,NA,NA,200,212,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Mund.1,none,Micropogon undulatus,19,7,0.3684,12,0.6316,NA,NA,NA,NA,NA,210,290,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,15857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Mame.1,none,Menticirrhus americanus,2,2,1,0,0,NA,NA,NA,NA,NA,270,310,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Mlit.1,none,Menticirrhus littoralis,2,2,1,0,0,NA,NA,NA,NA,NA,22,340,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Pchr.1,none,Pogonias cromis,124,103,0.8306,21,0.1694,NA,NA,NA,NA,NA,205,460,332.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Cneb.1,none,Cynoscion nebulosus,153,94,0.6144,59,0.3856,NA,NA,NA,NA,NA,275,555,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,NA,NA,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Plet.1,none,Paralichthys lethostigma,16,8,0.5,8,0.5,NA,NA,NA,NA,NA,240,490,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Stib.1,none,Sphyrna tiburo,6,6,1,0,0,NA,NA,NA,NA,NA,308,1125,716.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32g,Hbre.1,raw,Hypoprion brevirostris,1,0,0,1,1,NA,NA,NA,NA,NA,645,645,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Anar.1,none,Aetobatus narinari,NA,NA,NA,NA,NA,NA,NA,NA,NA,Width,1000,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,Stomach content not recorded; Both individuals had several Echeneis attached.,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Esau.1,none,Elops saurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Sfoe.1,none,Synodus foetens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Aoce.1,none,Antennarius ocellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,20,102.6,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.1,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.2,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.3,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.4,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.5,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.6,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.7,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.8,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.9,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.10,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.11,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.12,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.13,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.14,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Uflo.15,raw,Urophycis floridanus,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Cphi.1,none,Centropristis philadelphica,18,14,0.7778,4,0.2222,NA,NA,NA,NA,SL,29,86.6,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Mmic.1,none,Mycteroperca microlepis,6,3,0.5,3,0.5,NA,NA,NA,NA,SL,159,278,218.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Spum.1,none,Serraniculus pumilio,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,15.8,54.1,34.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Ssub.1,none,Serranus subligarius,21,19,0.9048,2,0.0952,NA,NA,NA,NA,SL,54,84,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,128,S. subligarius feeds predominately upon small crustaceans; 19 S. subligarius were collected from East Past and St. Andrew jetties,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Psal.1,none,Pomatomus saltatrix,11,2,0.1818,9,0.8182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Lgri.1,none,Lutjanus griseus,5,1,0.2,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,Only snapper consistently present in the East Pass jetties,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Ochr.1,none,Orthopristis chrysoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,"Feeds upon a variety of small invertebrates such as crustaceans, mollusks and polycheates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Apro.1,none,Archosargus probatochephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,Food consists of various encrusting materials which it scrapes from the substrate with its heavy incisors; feeds upon both plants and animal material,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Dhol.1,raw,Diplodus holbrooki,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,Collected at St. Andrews jetties,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Lrho.1,none,Lagodon rhomboides,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,11,27,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,"Will eat almost anything that is edible; Observed feeding on material attached to jetty rocks and in open water some distance from jetties, oftern at the surface; possibly preyed on Engraulis curystole offshore. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Cfab.1,none,Chaetodipterus faber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4h,Nust.1,none,Nicholsina usta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,Herbivores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
